EP ID,Home LC,Home MC,Home Region,Host LC,Host MC,Host Region,Date Break RE
efa0a05a0ca230f0686865a042c229e7,Huancayo,Peru,Americas,Londrina,Brazil,Americas,2020-05-12 03:19
1cf4deb3f29ad0cd5844b9815522fd28,NAPOLI PARTHENOPE,Italy,Europe,Marrakech,Morocco,Middle East and Africa,2020-04-14 21:15
e0262886df2ec0d093ade4b6f429bf8c,ISTANBUL ASIA,Turkey,Europe,UoM THESSALONIKI,Greece,Europe,2020-04-10 05:11
6d804f1ae334e5c74bb985106646ed58,AMA,Bahrain,Middle East and Africa,DENIZLI,Turkey,Europe,2020-04-10 05:16
32f83e8c1b8b3df061458462cdf92378,BIELEFELD,Germany,Europe,UDSM,Tanzania,Middle East and Africa,2020-04-11 18:42
5ff21f4714bbe2021167ebebe69c0d4d,ROTTERDAM,The Netherlands,Europe,VOLTA REDONDA,Brazil,Americas,2020-03-29 03:56
ff2664ba9b47283c68e98ccc3c21312b,IVANO-FRANKIVSK,Ukraine,Europe,KOCAELI,Turkey,Europe,2020-03-20 20:20
6a18dfa8f53d9d563cd93b230e93cc4c,IT Sud Paris,France,Europe,Piraeus UNIPI (Athens),Greece,Europe,2020-03-25 19:22
1c5f22af19aa9ea46ff1bfd266f4b9f4,KOELN,Germany,Europe,VENEZIA,Italy,Europe,2020-03-19 16:00
20db14db57ee0b1e0a81309f181d3eee,BERLIN HU,Germany,Europe,UdeA,Colombia,Americas,2020-05-01 06:23
a27072ece8820173441fee4c75e24d27,GIESSEN-MARBURG,Germany,Europe,Jodhpur,India,Asia Pacific,2020-03-21 07:43
4b5309d368452e64973810fcb69cb6e8,ISTANBUL,Turkey,Europe,Ahmedabad,India,Asia Pacific,2020-09-28 19:56
6a952500ee8b4c033aa6a57e90db3feb,DELFT,The Netherlands,Europe,UdeA,Colombia,Americas,2020-04-22 06:18
e661659ebf6e0463e8f9f4dfd84a95ef,STUTTGART & HOHENHEIM,Germany,Europe,BALNEARIO CAMBORIU,Brazil,Americas,2020-04-09 03:40
43260d6fac4d89786988644e875512b1,BRAUNSCHWEIG,Germany,Europe,UdeA,Colombia,Americas,2020-04-09 03:50
fbbcc1a927d4df18ffa698959b3927b3,HADRUMET,Tunisia,Middle East and Africa,IZMIR,Turkey,Europe,2020-03-25 16:09
2a1bae840130086700c5a8661c315089,MAINZ - WIESBADEN,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-11 18:58
d87cbfdde2d76b97d2fee0496f9fa035,FRANKFURT (MAIN),Germany,Europe,SALVADOR,Brazil,Americas,2020-04-15 04:00
739f29a0badb7863e416d5648968ea05,SANTA MARIA,Brazil,Americas,UNINORTE,Colombia,Americas,2020-03-02 08:03
3601535581ec5477f351aa3c30ed7909,MUENSTER,Germany,Europe,KEIO UNIVERSITY,Japan,Asia Pacific,2020-04-17 19:43
56de423844a3cd144fc29210d5771d02,Karachi,Pakistan,Asia Pacific,IZMIR,Turkey,Europe,2020-03-26 03:00
b296e8df4580f0b3154d5601062ec593,ROMA TRE,Italy,Europe,Mansoura,Egypt,Middle East and Africa,2020-03-19 21:04
a7ea41d4a59e7634dbb3875b2ffb9beb,Lahore,Pakistan,Asia Pacific,KOCAELI,Turkey,Europe,2020-04-12 07:57
138fbe6deadc0f4cddcc8b3a587c4a66,CUIABA,Brazil,Americas,ECI,Colombia,Americas,2020-02-10 17:40
2f3c5b2a1fbd42c2a4f765ef14e201ad,PoliTO,Italy,Europe,WARSZAWA SGH,Poland,Europe,2020-04-02 18:02
cf747d6cc6b8f9f14904b98fcbc70744,UTRECHT,The Netherlands,Europe,Buenos Aires,Argentina,Americas,2020-04-09 05:22
ddc4904e2f26c1e3ae4b71f1d00c5659,BRAUNSCHWEIG,Germany,Europe,UCC (University of Cape Coast),Ghana,Middle East and Africa,2020-04-08 22:14
79c9afb67d769c3086d79e62d95a31c3,"Sunway (LC Sunway), Petaling Jaya",Malaysia,Asia Pacific,Taiwan NCTU,Taiwan,Asia Pacific,2020-04-01 23:55
78d5d28cc12ddb721d9b7d4066ecffd2,UTRECHT,The Netherlands,Europe,Ho Chi Minh City,VIETNAM,Asia Pacific,2020-03-27 01:34
b22885812b701b762a53f8438bdcdbf7,Karachi,Pakistan,Asia Pacific,ANTALYA,Turkey,Europe,2020-04-08 00:39
c7003d30b1ed1300a37fd87fd6c0fc47,Mumbai,India,Asia Pacific,ANTALYA,Turkey,Europe,2020-01-28 20:14
4dbf79efa2734980218afa3e86409afd,REGENSBURG,Germany,Europe,TRIESTE,Italy,Europe,2020-03-09 19:02
cfb93bde6ed1edcb8b99d086dca13120,SFAX,Tunisia,Middle East and Africa,NAPOLI PARTHENOPE,Italy,Europe,2020-03-09 05:44
b2bf678c15a04dadf36623e96c5c8bba,AMSTERDAM,The Netherlands,Europe,UdeA,Colombia,Americas,2020-03-27 20:29
4b5a55ace6ad98619f3c35f156de526f,Delhi University,India,Asia Pacific,ANKARA,Turkey,Europe,2020-03-22 22:53
99c2bee575f39e18c3674c3dd4dced78,PADERBORN,Germany,Europe,Aalborg,Denmark,Europe,2020-03-30 00:17
afa46926f332288752d5ee08930d6cb1,PASSAU,Germany,Europe,Ho Chi Minh City,VIETNAM,Asia Pacific,2020-04-02 04:37
4f13b1ee51a4dcec6a35287ef6c9b5cc,Lahore,Pakistan,Asia Pacific,KONYA,Turkey,Europe,2020-03-23 18:31
ce09485ddf67b5a6a375fc0be884463a,Podgorica,Montenegro,Europe,ISTANBUL,Turkey,Europe,2020-04-12 08:09
1b598a101162ccfd24a00c0e4b116ac1,Kolkata,India,Asia Pacific,VENEZIA,Italy,Europe,2020-03-08 07:50
c76344137557ca69bbd30825f16f0f91,IZMIR,Turkey,Europe,BOLOGNA,Italy,Europe,2020-03-17 00:44
d48348c79f4c7c27edd3975318d42fb9,UNIVERSITY,Tunisia,Middle East and Africa,Singidunum,Serbia,Europe,2020-03-19 15:32
1eeca7fd4384fc0643b19aea6b455d5d,AIESEC in Tirana,Albania,Europe,VENEZIA,Italy,Europe,2020-03-08 07:35
160988bfb59380af31035011d4a41ff2,GOETTINGEN,Germany,Europe,BRASÍLIA,Brazil,Americas,2020-03-30 04:03
38cb9e675c72865880816ee322f5c771,MUENSTER,Germany,Europe,SALVADOR,Brazil,Americas,2020-04-07 03:23
07bf6f2a0ddc3414f88762caed7a6e5d,Agadir,Morocco,Middle East and Africa,KOCAELI,Turkey,Europe,2020-07-22 04:53
d5eb9152b7e59ef8baf4ebe92e9f0a95,ARMENIA,Colombia,Americas,Mansoura,Egypt,Middle East and Africa,2020-03-23 03:38
4ce1191f60e94b8dbd88130680f719da,ANKARA,Turkey,Europe,Helsinki,Finland,Europe,2020-03-24 20:07
e43ffab0830ef69e4eded57dffbae660,TBILISI,Georgia,Europe,VENEZIA,Italy,Europe,2020-03-20 18:08
0eef4faf78f811bb450c94e6f831403e,GOETTINGEN,Germany,Europe,LINZ,Austria,Europe,2020-03-20 16:26
824d723911563cf2d8a14cb5f6092148,UNIVERSITY,Tunisia,Middle East and Africa,ISTANBUL ASIA,Turkey,Europe,2020-03-20 21:02
0ae180b8179ad0a2ea546268617870eb,NIJMEGEN,The Netherlands,Europe,JKUAT,Kenya,Middle East and Africa,2020-09-11 12:34
90c09c62c9372c2f216c9eef9734f3cb,PADERBORN,Germany,Europe,ECI,Colombia,Americas,2020-03-31 06:27
6b4336b318c8db08e23f81b2e4fe73b7,VITÓRIA,Brazil,Americas,Universidad Catolica - Peru,Peru,Americas,2020-04-12 18:49
80136126a618f7abb392416f3d152438,LUENEBURG,Germany,Europe,The University of Georgia,Georgia,Europe,2020-04-05 06:46
2e676a414d2943993aca6c100f362c8d,EASTERN MEDITERRANEAN,Turkey,Europe,Podgorica,Montenegro,Europe,2020-03-21 08:06
0b5bc5d6d47afc926a27a40a5c6660fa,ANKARA,Turkey,Europe,BELGRADE FON,Serbia,Europe,2020-04-01 16:32
5272a8c521c3463cedb1487a82f7f26f,DRESDEN,Germany,Europe,ECI,Colombia,Americas,2020-04-04 05:42
00d843d1fb29389654c0f472384edadf,KARLSRUHE,Germany,Europe,Icesi (Cali),Colombia,Americas,2020-03-22 01:07
6d6b03f45ef393acce4da1cb7de299f9,Sevilla,Spain,Europe,FTU HCMC,VIETNAM,Asia Pacific,2020-04-14 03:44
e69372d9ea94cea5aa0774bc122211f6,BERLIN HU,Germany,Europe,DAYSTAR,Kenya,Middle East and Africa,2020-05-15 23:57
6384a910d7ab7f1b8c452b2f36801e90,TORINO,Italy,Europe,AAST In CAIRO,Egypt,Middle East and Africa,2020-02-25 21:43
5bdb1698a75181dce7fa70439493d8b3,PADERBORN,Germany,Europe,UdeA,Colombia,Americas,2020-03-30 22:52
a2118ffe6a2ac2e2254904987c29c5cd,PADERBORN,Germany,Europe,FTU HCMC,VIETNAM,Asia Pacific,2020-03-31 06:22
d4697789990c78c76814af09ac22ee09,Surat,India,Asia Pacific,KANDY,Sri Lanka,Asia Pacific,2020-04-04 13:03
7d4afb4db89c95f4bc470ccbbb59c66a,KOELN,Germany,Europe,Manabi,Ecuador,Americas,2020-03-26 06:18
43e9b32dadae1bd1c64b6e50851b035f,TORINO,Italy,Europe,Córdoba,Argentina,Americas,2020-04-09 05:10
92c58d44b6ef4b5b5e6d04493446f78d,MUENCHEN,Germany,Europe,Sofia University,Bulgaria,Europe,2020-04-06 18:34
48c489a5c59970e99d9c99726017d3eb,BOLOGNA,Italy,Europe,ANTALYA,Turkey,Europe,2020-04-03 14:44
2d920da0379668a6df651fae4b31b8ef,UNINORTE,Colombia,Americas,CURITIBA,Brazil,Americas,2020-02-06 23:05
9a7b51854ba8e9db29874e2fbc3a9037,SEATTLE,United States,Americas,Milano,Italy,Europe,2020-03-21 08:01
c96a3e26a6d3782577bb2ac75a777ffa,GOETTINGEN,Germany,Europe,FTU HCMC,VIETNAM,Asia Pacific,2020-03-29 03:09
efc57866475245fc86ea32858f1724ad,GENOVA,Italy,Europe,Reykjavik,Iceland,Europe,2020-04-02 18:04
c2784797827db61d59d491d18feebc08,Milano,Italy,Europe,Casablanca,Morocco,Middle East and Africa,2020-05-05 06:22
bd6b6d3799adea99fa0df6e62a21bd57,PADERBORN,Germany,Europe,SALVADOR,Brazil,Americas,2020-04-02 04:40
b734dbc5e13bbbab16ec62bc9ffbd079,PADERBORN,Germany,Europe,SALVADOR,Brazil,Americas,2020-04-02 04:40
e84ef69168381364c69c08711af63769,BOLOGNA,Italy,Europe,FTU Hanoi,VIETNAM,Asia Pacific,2020-05-15 21:49
ef5bc01bc07c7778a4b2e71a2af834d9,LISBOA NOVA,Portugal,Europe,KOCAELI,Turkey,Europe,2020-03-20 17:46
3bb5ed448d01d3e8661c10c693260e7b,BIELEFELD,Germany,Europe,VITÓRIA,Brazil,Americas,2020-03-30 20:40
e0b4051f62700a5f4af710e0adf0f6e7,BOCHUM,Germany,Europe,TORINO,Italy,Europe,2020-04-07 03:28
3f42426e9c30d05ca66dfb41c6b2a8f4,Islamabad,Pakistan,Asia Pacific,BURSA,Turkey,Europe,2020-03-28 17:15
e686c3e68d458632a8d1bae7c1739ee5,PolyU,Hong Kong,Asia Pacific,MIU,Egypt,Middle East and Africa,2020-04-09 21:05
4647cf063e1013ffaf6b962037067ee5,LILLE,France,Europe,BRASÍLIA,Brazil,Americas,2020-03-27 13:39
26467b6f1f33b9fd0383d879aacf8e28,UoN,Kenya,Middle East and Africa,Zagazig,Egypt,Middle East and Africa,2020-03-22 02:42
c41864c1157acd1500e5e56fa82d42f2,Benak,Algeria,Middle East and Africa,TRABZON,Turkey,Europe,2020-04-21 18:13
c23878842b05e03686c27a1b01102f8e,LVIV,Ukraine,Europe,BOLOGNA,Italy,Europe,2020-03-20 19:53
5473ba0fc0d352f43160a75c5cb0eedf,VENEZIA,Italy,Europe,BONN,Germany,Europe,2020-05-26 19:49
024161fd97ffc8cce943b98c031fa212,BELO HORIZONTE,Brazil,Americas,Tucumán,Argentina,Americas,2020-04-07 06:07
50f8f92343586210070797ba7e3a384f,BELO HORIZONTE,Brazil,Americas,Santa Marta,Colombia,Americas,2020-03-29 04:08
668b042d9d3065f55d922fa2a0b983e1,PUCE,Ecuador,Americas,WARSZAWA SGH,Poland,Europe,2020-04-02 18:03
2a6f00e266257ee3c8591f3fff353277,GOIANIA,Brazil,Americas,ITAM,Mexico,Americas,2020-03-02 08:01
f1841e44d14ef83792b0235d59eb6350,YEREVAN,Armenia,Europe,BURSA,Turkey,Europe,2020-03-27 15:54
9f25c38e2416b94f287fdf126417ad14,YEREVAN,Armenia,Europe,BURSA,Turkey,Europe,2020-03-29 04:16
cac99fe0081f0bc92040d5ebfae43f80,HADRUMET,Tunisia,Middle East and Africa,BURSA,Turkey,Europe,2020-04-23 02:50
c010957a1341530e986a5e71345bc0f4,Madrid,Spain,Europe,LIMEIRA,Brazil,Americas,2020-03-22 22:56
afe041f74fe20cdc5d9722608b54ff56,PUCE,Ecuador,Americas,WARSZAWA SGH,Poland,Europe,2020-04-02 18:00
0d600f06e601030a0401664aaec58975,BERLIN HU,Germany,Europe,UdeA,Colombia,Americas,2020-04-04 04:38
c81b3c516ff45d45a103c6cd5cd518af,ANKARA,Turkey,Europe,UPB,Colombia,Americas,2020-08-08 08:26
02fb8c485e6051e43d7d25120bc8870c,"SPUEF, Saint-Petersburg",Russia,Europe,PAVIA,Italy,Europe,2020-04-09 19:31
8a028daae6a9ca727cb7f2877b8611a1,"SPUEF, Saint-Petersburg",Russia,Europe,PAVIA,Italy,Europe,2020-04-09 05:37
2525add37f9cfbc69c637a2bcd4b7021,Lyon,France,Europe,ISTANBUL WEST,Turkey,Europe,2020-04-10 18:22
a82b954911e7fc33ac0baf7b970084f9,WARSZAWA SGH,Poland,Europe,UNINORTE,Colombia,Americas,2020-03-27 04:48
09c99133d2deadf48c7b7c3401280bf2,Ambato,Ecuador,Americas,LIMEIRA,Brazil,Americas,2020-04-03 21:27
a4284443f2fc397b79786a5119d08587,University of Bucharest,Romania,Europe,ISTANBUL WEST,Turkey,Europe,2020-04-09 05:28
4ef4168a11c58738ee02182ab8829fe2,UTRECHT,The Netherlands,Europe,Buenos Aires,Argentina,Americas,2020-04-09 05:21
23893ffb63d0c7bc41400e2e644b401a,Hyderabad,India,Asia Pacific,GUC,Egypt,Middle East and Africa,2020-03-24 07:12
3d04d1835333afc03424d99903bf894d,Hyderabad,India,Asia Pacific,GUC,Egypt,Middle East and Africa,2020-03-24 07:11
3e667aee011c71aaaf2f42e323b04e93,KNEU,Ukraine,Europe,NAPOLI PARTHENOPE,Italy,Europe,2020-03-20 20:18
1498907206870e91e1ec0d3df63f7306,TEC,Costa Rica,Americas,BUCARAMANGA,Colombia,Americas,2020-04-01 04:41
c4b37a649a554a3dd67c0861aa662e2b,FLORIANÓPOLIS,Brazil,Americas,VENEZIA,Italy,Europe,2020-03-09 05:37
b519c9c8cbc54dff86a942bda6877969,ISTANBUL ASIA,Turkey,Europe,Helsinki,Finland,Europe,2020-03-24 20:10
6b40021f9ca9b8fc4b3a40e48040ce8d,Blida,Algeria,Middle East and Africa,KOCAELI,Turkey,Europe,2020-03-20 21:00
630c64acebb6d46f12dbce632b22d1fb,IASI,Romania,Europe,Cairo University,Egypt,Middle East and Africa,2020-04-21 16:17
f01fe2c2cd28d45e70a06c62093f689d,Madrid,Spain,Europe,LIMEIRA,Brazil,Americas,2020-03-25 11:34
0ab7527909cd8636db47cfa34ced9464,Hyderabad,India,Asia Pacific,GUC,Egypt,Middle East and Africa,2020-03-24 07:11
66c2a169a01cec6ecf79cac3108fa46a,UNIVERSITY,Tunisia,Middle East and Africa,SAKARYA,Turkey,Europe,2020-04-23 02:49
13260ca7095406e67bedd0c9c42c43e9,Lahore,Pakistan,Asia Pacific,BURSA,Turkey,Europe,2020-04-15 03:19
a4e51ed22366360f6e602f7676a23118,Rennes,France,Europe,UoM THESSALONIKI,Greece,Europe,2020-03-30 18:29
333a8fcb42807ce2bcf0277dbd91468c,BOCHUM,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-13 19:29
9d19226061d8a4904b2136198b13b000,The University of Georgia,Georgia,Europe,BME - Budapest,Hungary,Europe,2020-03-19 06:01
4de7c671adad88876cb0821dfc2cc5d2,Hyderabad,India,Asia Pacific,GUC,Egypt,Middle East and Africa,2020-03-24 07:10
2bbc8a8907d5dab13901d3d75c9f4d28,MEDINA,Tunisia,Middle East and Africa,BURSA,Turkey,Europe,2020-03-30 00:36
9ec4792fcb8ccefd4585ec870b9039f9,KOELN,Germany,Europe,VENEZIA,Italy,Europe,2020-03-09 18:55
02abce72646f7f5a639ca073306b8408,BOCHUM,Germany,Europe,Buenos Aires UBA FCE,Argentina,Americas,2020-05-25 08:12
e2769a76f8e3872cb397eca08d1abd4b,The University of Georgia,Georgia,Europe,BOLOGNA,Italy,Europe,2020-05-25 08:02
0e0262e26367048f38b5dcd03ff21546,BRASÍLIA,Brazil,Americas,GUC,Egypt,Middle East and Africa,2020-04-17 13:01
7a153bff3c312d64bda7a55206f9136a,Ouargla,Algeria,Middle East and Africa,KONYA,Turkey,Europe,2020-04-12 19:56
0d70a161370ea433ef7b8ce65d4612da,Sucre,Bolivia,Americas,Icesi (Cali),Colombia,Americas,2020-03-31 03:56
e8f0bff5ef99c5972d81ef9688419e71,"Sunway (LC Sunway), Petaling Jaya",Malaysia,Asia Pacific,COLOMBO CENTRAL,Sri Lanka,Asia Pacific,2020-05-08 16:53
d61e424353ff357e25e713960323ef6a,FRANKFURT (MAIN),Germany,Europe,FTU Hanoi,VIETNAM,Asia Pacific,2020-04-13 18:52
fd65375d99a08aab2c9f72abe6346af7,HANNOVER,Germany,Europe,UPNVY,Indonesia,Asia Pacific,2020-04-02 04:41
f3d12e4301e3b650953fa7b5e516c6bd,ISTANBUL,Turkey,Europe,Ahmedabad,India,Asia Pacific,2020-09-28 19:59
0be7338bff5518b5beea8378081310cd,Hyderabad,India,Asia Pacific,GUC,Egypt,Middle East and Africa,2020-04-04 12:49
fcd68c8372045d944f375c3e5fd2c8fd,Hyderabad,India,Asia Pacific,GUC,Egypt,Middle East and Africa,2020-03-27 14:13
7fe248c4c314f22a76e9332de419934d,Hyderabad,India,Asia Pacific,GUC,Egypt,Middle East and Africa,2020-03-24 07:10
c0aefdd62d8dd50c1e660dea7537a8b4,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:46
a054727b4d74ec62047ca8dada27ab96,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:46
aed9c4134186b9f852352052829e62f4,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:45
b799cf1c5f7d145ada0cce85b1da121b,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:44
65d125ebc63824bde835fc1b4858710d,Hyderabad,India,Asia Pacific,Tanta,Egypt,Middle East and Africa,2020-03-20 12:36
01b021b54a1f58ed9ed12db2a1a2eed3,Hyderabad,India,Asia Pacific,Tanta,Egypt,Middle East and Africa,2020-03-20 12:35
fcdda60e00a578153724ea0d39b9ea7c,Hyderabad,India,Asia Pacific,Tanta,Egypt,Middle East and Africa,2020-03-20 12:37
3f32bec512b5d0022ab64e9f5d739200,Hyderabad,India,Asia Pacific,Tanta,Egypt,Middle East and Africa,2020-03-20 12:34
07a09c09b8fc598556c995905d7e1bdf,Hyderabad,India,Asia Pacific,Tanta,Egypt,Middle East and Africa,2020-03-20 12:32
56b225e85c2ca900528b7106ca76bfe1,Hyderabad,India,Asia Pacific,Tanta,Egypt,Middle East and Africa,2020-03-20 12:33
cf6660e483f4e507d2261eceda2a12a8,Hyderabad,India,Asia Pacific,Tanta,Egypt,Middle East and Africa,2020-03-20 12:36
c3ad0b4df0ea167cf63c7ee0addd9c01,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:44
87be03daeb96bc131b0d3ca1797bb83a,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:43
ef652ccf1fdf25070f60bbac527ee90b,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:42
0a328b42e3f2fd445a6788de67532dd9,Hyderabad,India,Asia Pacific,Damietta,Egypt,Middle East and Africa,2020-03-20 03:41
87e43ffac9a314ee957aeba7aae28350,CHERNIVTSI,Ukraine,Europe,BOLOGNA,Italy,Europe,2020-03-06 17:38
d0f028300dffadd48b7d3df5182ecbed,Milano,Italy,Europe,VITÓRIA,Brazil,Americas,2020-04-16 14:50
b35a00db67534edde5c6962908176eb6,COLOMBO NORTH,Sri Lanka,Asia Pacific,Budapest Business School - Külker,Hungary,Europe,2020-04-15 17:38
eea69ff82d6a0dbbc08b242d24c86d98,PADERBORN,Germany,Europe,ROMA SAPIENZA,Italy,Europe,2020-03-30 18:27
f8ba0176e5504a5d2ebe9ca0cb4ff85c,BRASÍLIA,Brazil,Americas,ISTANBUL,Turkey,Europe,2020-03-04 05:15
db5294856a32f50f77a3490e0ccffdcd,HADRUMET,Tunisia,Middle East and Africa,ANTALYA,Turkey,Europe,2020-04-05 00:45
afdb56cea928ad9a05a41e6d428db318,BOLOGNA,Italy,Europe,SALVADOR,Brazil,Americas,2020-04-05 00:07
20ca97371e2d9ebe0156df461949e779,Penang,Malaysia,Asia Pacific,UNSRI,Indonesia,Asia Pacific,2020-04-19 20:20
d8a9052a1f74d2f6d0883bde6c6084ff,Annaba,Algeria,Middle East and Africa,RUSPINA,Tunisia,Middle East and Africa,2020-03-20 03:40
d220c5ae08cdae7edcafdd04b16b0bb7,KOELN,Germany,Europe,SALVADOR,Brazil,Americas,2020-04-09 05:12
4d5385f1357e5c2336dcafa34dbb33ba,TBILISI,Georgia,Europe,Budapest Business School - Külker,Hungary,Europe,2020-03-18 20:20
63002a51c20a52eee7ad664a68bd0c9d,Tabasco,Mexico,Americas,SOROCABA,Brazil,Americas,2020-04-07 23:10
62147a2abde5b146cee632b2da4f3fd8,LC Batumi,Georgia,Europe,Palermo,Italy,Europe,2020-05-16 19:30
867ed23602b399379cf19d77ea777ab1,AUGSBURG,Germany,Europe,Casablanca,Morocco,Middle East and Africa,2020-04-13 19:18
01ebdb44f809c34c31ea67377cbe1717,Singidunum,Serbia,Europe,RUSPINA,Tunisia,Middle East and Africa,2020-03-29 14:28
7edf7fe7c68e8e0d3a05a9f36ea18b9d,TRIESTE,Italy,Europe,SALVADOR,Brazil,Americas,2020-04-25 06:57
d1b7a86b8f822c3b6318396e11edc3ba,MC TUNISIA 2 (Virtual Expansion),Tunisia,Middle East and Africa,KONYA,Turkey,Europe,2020-03-29 04:06
55e6ad0938e9e20b94f94db84ebcf73b,Bengaluru,India,Asia Pacific,Mansoura,Egypt,Middle East and Africa,2020-03-22 02:45
89b440ded3715846c0780b868f68b2b7,Beirut,Lebanon,Middle East and Africa,TRABZON,Turkey,Europe,2020-04-06 18:43
5688207daa07c7661cb65680fde4a832,Querétaro,Mexico,Americas,MACKENZIE,Brazil,Americas,2020-04-17 05:02
9e8d98f4f07de8374ed8c145a2f03f11,KOCAELI,Turkey,Europe,Icesi (Cali),Colombia,Americas,2020-04-13 05:29
32d76739475c66d5de3397fa97289ed3,BARDO,Tunisia,Middle East and Africa,ISTANBUL ASIA,Turkey,Europe,2020-03-23 18:34
b20b221d8ef7e272994b6577f6c7320e,GENT,Belgium,Europe,TRABZON,Turkey,Europe,2020-04-04 00:29
70397ac52cb36b506b2a693b8de73a28,ANTALYA,Turkey,Europe,Tanta,Egypt,Middle East and Africa,2020-03-21 00:45
d6022871313056aa23d2290640857914,EAFIT,Colombia,Americas,TORINO,Italy,Europe,2020-05-01 02:19
c7222da32971f944b9a78b364a42f1c6,MUENCHEN,Germany,Europe,Palermo,Italy,Europe,2020-04-03 05:54
23b95cda9cd7d413250ac2d0ee2e4021,BRNO,Czech Republic,Europe,VITÓRIA,Brazil,Americas,2020-04-22 05:29
5aeb321d7fc2d898e2e974a5ef9d7fcf,Icesi (Cali),Colombia,Americas,JOAO PESSOA,Brazil,Americas,2020-03-30 23:58
ab7bd64a3086de6975a82acbda07ea0d,IZMIR,Turkey,Europe,TORINO,Italy,Europe,2020-03-30 00:02
dea9dfc2b19727bf62c5a5517bc41252,BUCURESTI,Romania,Europe,UTP,Panama,Americas,2020-08-14 01:20
3d9c810ce86d5164aac585f1bb006bf5,RIO DE JANEIRO,Brazil,Americas,Tec Santa Fe,Mexico,Americas,2020-08-03 07:51
